1,2023-06-16T17:20:52.553Z,0,0.007033480956571922,0.030858262456455104
1,2023-06-16T17:20:52.572Z,0,0.003790750292472936,0.04862959922685161
1,2023-06-16T17:20:52.601Z,0,0.009610033311362697,0.13009952295901264
1,2023-06-16T17:20:52.604Z,0,0.012118004317163755,0.14941875201423513
1,2023-06-16T17:20:52.635Z,0,0.015497880140115682,0.2914914734175854
1,2023-06-16T17:20:52.638Z,0,0.014361473248142777,0.3071663143204714
1,2023-06-16T17:20:52.668Z,0,0.017506231863546436,0.3985701648771343
1,2023-06-16T17:20:52.672Z,0,0.02058241590060103,0.4100519728116183
1,2023-06-16T17:20:52.690Z,0,0.024060267280073582,0.4429495078320939
1,2023-06-16T17:20:52.712Z,0,0.031182512261859936,0.4794914774731335
1,2023-06-16T17:20:52.731Z,0,0.03312227162280519,0.506648108526367
1,2023-06-16T17:20:52.748Z,0,0.03870642735885971,0.5374491359547099
1,2023-06-16T17:20:52.759Z,0,0.03967630703933234,0.5510274514813266
1,2023-06-16T17:20:52.777Z,0,0.044525702668900005,0.6189190673598652
1,2023-06-16T17:20:52.809Z,0,0.0398134739801669,0.7108715545098208
1,2023-06-16T17:20:52.822Z,0,0.04329132535963945,0.7437690895302964
1,2023-06-16T17:20:52.845Z,0,0.05405796948933053,0.7839554173009905
1,2023-06-16T17:20:52.863Z,0,0.053489757151275866,0.7917928288603653
2,2023-06-16T17:20:54.535Z,0,0.0008811108581427659,0.007894637513155327
2,2023-06-16T17:20:54.545Z,0,0.002987415857128856,0.005798129281606382
2,2023-06-16T17:20:54.571Z,0.001135335608880858,0.047623049828314015,0
2,2023-06-16T17:20:54.574Z,0,0.05012946412459165,0.0025064142962776368
2,2023-06-16T17:20:54.607Z,0.0026209789981064603,0.18211307320543516,0
2,2023-06-16T17:20:54.611Z,0,0.19884441042136444,-7.993108805467047e-05
2,2023-06-16T17:20:54.626Z,0.00047069825241344515,0.3166031170916814,0
2,2023-06-16T17:20:54.649Z,0,0.43916893497781323,0.0006842098460297962
2,2023-06-16T17:20:54.665Z,0,0.5035630677025261,0.002036163340021943
2,2023-06-16T17:20:54.685Z,0,0.5673890264302527,0.011225525716207026
2,2023-06-16T17:20:54.703Z,0,0.6082121616742825,0.01422335342180431
2,2023-06-16T17:20:54.707Z,0,0.6139628624059738,0.015771242204780826
2,2023-06-16T17:20:54.753Z,0,0.6683936856858315,0.019768322100061957
2,2023-06-16T17:20:54.756Z,0,0.6741443864175227,0.02131621088303847
2,2023-06-16T17:20:54.775Z,0,0.6898584171510009,0.02021895280340774
2,2023-06-16T17:20:54.795Z,0,0.7249308133222712,0.021668894403210338
2,2023-06-16T17:20:54.814Z,0,0.7500399972877547,0.025763936588619994
2,2023-06-16T17:20:54.837Z,0,0.76000330673261,0.023118810187331012
2,2023-06-16T17:20:54.860Z,0,0.7636477031077191,0.026763206562440276
2,2023-06-16T17:20:54.885Z,0,0.7830061096593749,0.029310365319237076
2,2023-06-16T17:20:54.900Z,0,0.788756810391066,0.03085825410221359
