0

0.0,-0.0008500092169817756,0.050280038048239314
0.092,-0.006031763553619385,0.050280038048239314
0.109,-0.011213517890256994,0.050280038048239314
0.24,-0.016395668422474582,0.050280038048239314
0.257,-0.02157742275911219,0.050280038048239314
0.276,-0.03712288351619945,0.055461788177490236
0.313,-0.0993049284991096,0.060643543916590076
0.341,-0.14075955783619598,0.07100725173950194
0.345,-0.1459413079654469,0.07100725173950195
0.365,-0.17703242582433365,0.076189203823314
0.385,-0.20294160281910617,0.08655271530151368
0.402,-0.21848705516142003,0.09173466738532571
0.429,-0.24439623215619255,0.10209837520823759
0.452,-0.2703053867115694,0.11246187546673943
0.459,-0.28066911136402806,0.11246187546673943
0.489,-0.30657826591940485,0.12282558889950022
0.519,-0.3117600160486558,0.12282558889950022
0.526,-0.31694196813246783,0.12282558889950022
0.546,-0.33248744291417737,0.11246187546673943
0.571,-0.3635783700382008,0.09173466738532571
0.575,-0.3687603221220129,0.08655271530151369
0.592,-0.38948754703297334,0.06582549600040212
0.631,-0.41021495145909925,0.024370869468240176
0.633,-0.41021495145909925,0.019188915981965905
0.65,-0.4153967015883502,-0.0015382996376822977
0.659,-0.42057863123276656,-0.01190200693467084
0.682,-0.42057863123276656,-0.03781117551466998
0.707,-0.42057863123276656,-0.06372034409466913
0.711,-0.42057863123276656,-0.06890229617848118
0.731,-0.4153967015883502,-0.10517497343175554
0.759,-0.39985122680664065,-0.13626609129064224
0.763,-0.39985122680664065,-0.14144784141989314
0.784,-0.38948754703297334,-0.1673570184146657
0.805,-0.38430575202493106,-0.18808442284079158
0.836,-0.3802023580995633,-0.21855169564226595
0.857,-0.3739420722512638,-0.25026646782370177
0.86,-0.3739420722512638,-0.25026646782370177
0.88,-0.3687603221220129,-0.28135739494772516
0.906,-0.3635783700382008,-0.3228120242848116
0.935,-0.3583965974695542,-0.35908490349264705
0.941,-0.3583965974695542,-0.3642665414249196
0.967,-0.3480328952564913,-0.4057213727165671
0.999,-0.33766919304342835,-0.4523579765768612
1.004,-0.33248744291417737,-0.46790322696461395
1.021,-0.32212374070111444,-0.4938123815199908
1.025,-0.32212374070111444,-0.49899444580078123
1.047,-0.3117600160486558,-0.5197215360753676
1.066,-0.2962145637063419,-0.5456307355095359
1.094,-0.2703053867115694,-0.5767219543457032
1.098,-0.26512363658231847,-0.5819037942325368
1.113,-0.23921448202694165,-0.60263110890108
1.133,-0.20812335294835707,-0.6285402634564567
1.153,-0.16148697348201976,-0.6648130529067096
1.159,-0.15112326004925897,-0.6699948927935431
1.184,-0.12003214219037224,-0.6907222074620863
1.2,-0.10448667862836053,-0.7114495221306296
1.207,-0.09412297641529757,-0.7166314068962547
1.226,-0.08894122067619772,-0.7218132467830882
1.255,-0.073395757114186,-0.7373587215647978
1.259,-0.073395757114186,-0.7425405614516314
1.282,-0.057850299162023215,-0.7632678761201747
1.299,-0.04230463925529929,-0.7788132611443015
1.321,-0.04230463925529929,-0.7891770306755514
1.326,-0.03712288351619945,-0.7943589154411764
1.346,-0.03712288351619945,-0.8047224156996783
1.363,-0.031941130582024066,-0.8254499547621783
1.395,-0.031941130582024066,-0.8513591093175551
1.397,-0.031941130582024066,-0.856540724810432
1.416,-0.031941130582024066,-0.8669045840992647
1.437,-0.031941130582024066,-0.877268263872932
1.442,-0.031941130582024066,-0.8824498793658089
1.476,-0.031941130582024066,-0.8876319436465993
1.491,-0.031941130582024066,-0.8928137386546415
1.512,-0.031941130582024066,-0.9031774184283088
1.529,-0.031941130582024066,-0.9135410982019762
1.545,-0.02675917569328757,-0.9290865729836857
1.566,-0.02157742275911219,-0.9446320477653952
1.592,-0.011213517890256994,-0.9705412023207722
1.613,-0.006031763553619385,-0.9809048820944392
1.63,-0.006031763553619385,-0.9860865873448987
